1453016833667065	2539	1495	1276	3525	180	2399	570	1373	2666	1763	-331	217	1198	1199	1020	154	901	-143	25	694	457	1423	1827	364
1453016833671151	180	2502	1224	612	2538	367	1279	990	2018	-234	393	1876	68	543	-642	229	-8	848	149	1273	72	1157	1635	-376
1453016833675083	1095	534	1164	718	8	617	832	705	1088	1305	1488	-245	1961	1414	658	-855	23	474	496	-65	-3	879	-282	491
1453016833679173	3172	1034	184	-89	304	33	801	458	2558	1834	990	-608	393	94	638	1142	919	-183	761	3693	2457	-445	780	320
1453016833683509	277	255	117	78	-7	1215	117	1859	1145	-471	2558	-767	1994	1213	250	1293	164	1499	2005	1625	155	599	-211	246
1453016833687838	172	381	70	-567	3424	3167	1855	-190	472	402	106	-244	726	1484	-628	-362	1430	1477	-735	2074	-825	-799	133	1090
1453016833691969	253	635	916	71	641	-270	1387	-142	535	1521	1534	228	2967	624	765	365	478	1102	464	-617	1536	-83	1675	1185
1453016833695543	-206	1801	73	346	1289	1079	725	-256	213	189	-529	33	721	797	224	478	1904	579	531	664	62	1744	635	126
1453016833700033	-254	2	314	692	1066	501	502	1102	1346	741	561	-795	1655	-70	-164	958	-156	-693	1387	-38	-42	1504	-42	989
1453016833703965	3474	2230	429	429	456	80	593	973	865	-7	2973	335	81	-5	1454	916	3023	-239	-9	122	-474	3592	-1	1825
1453016833707983	626	2706	801	-188	1220	329	-324	-317	1767	1005	-497	87	584	1790	316	1091	934	1487	2003	1151	2233	1651	-165	-29
1453016833711887	-127	432	1415	876	-172	2198	2182	842	2734	807	-118	418	1128	-513	164	1660	-56	1864	2203	-170	262	-681	-909	516
1453016833715893	-24	267	1759	598	-43	1230	1507	3066	576	-64	2090	3746	-222	792	67	47	217	-110	9	-737	3238	21	1889	-107
1453016833719979	0	-47	1212	144	-71	812	1607	251	-225	1506	-2	-134	1901	931	452	126	2369	467	732	554	32	-206	-123	-427
1453016833723974	-374	1556	184	498	-181	1309	201	643	1970	1370	64	1696	-173	236	1837	-203	176	293	566	67	2417	2086	-54	1330
1453016833728037	423	9	518	1855	345	-75	21	93	103	571	1040	4	-14	13	310	403	-320	1602	1872	1001	356	54	2289	2759
1453016833731974	-116	-653	-369	83	924	2464	3229	166	36	442	3270	-144	846	120	1472	-257	3137	223	1665	1672	369	143	904	1078
1453016833735885	2126	1962	188	2651	180	2108	179	255	3464	1451	1437	319	-92	54	-234	61	768	2633	169	389	1254	94	710	1630
1453016833739615	-233	1416	1330	1859	-58	63	-2	213	371	254	1416	-841	1322	1964	365	484	683	139	-584	97	299	2251	-736	1640
1453016833743981	-38	112	-274	305	2063	1866	306	380	2417	732	108	289	974	2075	1236	484	888	-112	274	248	-207	-301	2492	-782
1453016833747987	1229	3153	121	357	1524	1974	1494	634	1890	701	1629	1013	1478	1296	465	-323	390	-158	678	51	-210	1181	-29	3102
1453016833751982	-121	1681	-334	384	136	1379	85	1120	2332	198	388	-184	218	64	859	403	3098	-238	2445	2207	625	45	-7	604
1453016833756142	1980	611	-303	606	965	-815	770	89	576	-31	1573	-1	721	-100	1501	76	602	2163	3629	865	2166	814	1319	-1
1453016833760024	285	27	1070	84	784	1662	2119	0	2580	573	-132	2595	972	562	-234	1902	677	-213	2711	1055	406	1343	-759	2057
1453016833763981	-2	-140	524	1510	-523	-288	412	1919	391	-139	262	28	235	89	-362	281	2459	-663	991	259	229	2387	-427	46
1453016833768007	442	-699	401	-151	236	-146	-117	372	-80	2969	2145	2085	2193	37	-575	137	432	1262	-73	-723	-221	59	126	2319
1453016833772027	366	-122	2152	1329	146	2098	-10	396	2911	444	-62	54	358	692	649	1845	1495	2771	2904	351	1347	67	585	745
1453016833776079	2429	807	538	3440	797	169	401	927	1224	449	-275	794	-109	-9	48	792	-62	516	1872	106	431	-351	1259	85
1453016833780006	1849	1932	189	1323	555	2234	-54	-225	2294	6	349	725	1210	-465	1980	1171	680	-46	181	2948	1308	-655	500	0
1453016833784002	-399	9	886	55	201	1868	891	421	1028	296	11	15	1433	1704	233	1856	2297	879	665	922	307	972	1217	42
1453016833787888	1060	972	2577	1634	-939	-57	3791	116	2865	1436	2460	693	900	399	2323	2361	466	1903	374	-33	300	1070	338	1999
1453016833792212	356	462	213	911	-149	-201	119	1240	562	1241	-151	-448	562	139	140	308	50	404	-143	204	240	190	914	1664
1453016833796140	2454	693	2632	346	2209	2079	-532	377	693	348	-58	-4	3416	-68	-151	720	1476	1168	-19	983	14	948	215	-22
1453016833800498	1835	-225	161	359	982	64	861	-77	-460	301	2237	1659	474	820	1469	-59	2391	501	-422	-209	333	942	-145	-208
1453016833804571	1642	10	898	576	356	680	246	2027	1081	999	1791	1247	1339	464	877	-56	55	-215	592	-177	-757	2239	-429	1067
1453016833808536	-236	482	1320	314	775	792	1705	933	800	2271	645	648	1654	48	46	40	2417	1209	170	30	79	770	833	958
1453016833812424	116	221	-425	1163	479	134	126	-186	55	1633	30	-949	681	2388	2940	757	542	3028	1016	955	-233	-1	845	351
1453016833816429	1273	66	-342	3037	1259	2211	120	-87	2131	1342	1302	-93	1873	35	72	1558	2164	2681	1147	983	1781	1366	58	177
1453016833820412	113	1879	312	126	-619	532	2595	2807	184	1947	1349	-300	109	3211	2084	-353	202	364	910	-431	2578	913	1650	29
1453016833824508	526	1670	1700	1763	-444	135	1625	-293	617	645	2147	-564	627	883	900	-187	-45	1528	1357	657	485	483	1336	650
1453016833828478	-263	1346	3236	-132	11	1027	384	-19	1226	549	2755	1314	-534	184	3028	44	-203	504	-21	342	461	144	652	210
1453016833832499	-52	198	17	934	468	2049	-588	543	13	-5	1085	1357	422	2346	246	1218	2857	341	11	92	671	359	66	-462
1453016833836481	-136	1726	15	142	-178	3103	311	2353	1035	2263	671	1319	248	-153	-196	-194	1917	-567	924	-393	1765	12	116	610
1453016833840236	148	1312	526	2225	1147	2381	480	503	13	642	623	818	-152	470	228	173	1800	-169	-131	-16	35	1758	12	-144
1453016833844439	617	1477	590	-379	-630	229	168	83	1224	3255	-420	1494	27	-456	1488	278	-47	839	35	51	137	385	-6	1180
1453016833848542	1525	810	169	1145	-235	935	1269	516	-75	2268	-12	641	-154	1235	2151	366	11	1797	290	1070	1928	1275	396	-367
1453016833852463	-137	470	-33	2673	-174	164	504	-227	-49	-409	-22	599	1389	134	1276	-795	2597	-661	1337	-47	2237	1091	1090	-196
1453016833856388	49	155	2198	286	-66	-37	455	1313	622	2803	2521	199	167	1302	153	1707	2881	-36	744	946	-209	898	1870	67
1453016833860509	329	505	557	350	3354	434	418	-758	1820	2779	-275	3300	1395	20	107	-434	3850	-425	-30	-91	1640	169	187	1869
1453016833864555	1470	756	2796	299	113	-18	157	138	3027	1867	522	1107	187	-514	304	621	719	578	88	249	-488	1538	1952	2676
1453016833868572	593	1109	3	453	415	-88	-400	34	242	457	409	1442	-4	880	413	692	-140	3333	108	679	-638	582	-18	-266
1453016833872614	646	360	1898	1977	350	-414	-473	530	210	1269	1672	16	131	-455	-484	994	306	503	289	834	384	2900	-109	1197
1453016833876481	101	543	561	67	1686	2094	1458	560	-17	-92	7	-304	263	183	-618	852	521	8	1869	11	861	1396	2182	-54
1453016833880468	1759	380	-138	-562	-476	278	597	558	833	-728	1962	-56	-516	446	542	-581	117	1908	961	1290	562	2405	680	456
1453016833884584	1720	7	3148	2826	-13	110	398	13	2922	-64	135	627	-466	1492	280	86	1068	1449	2242	1386	1928	-24	1270	2191
1453016833888620	701	1310	824	3618	109	1502	385	197	38	447	49	1192	-18	633	109	-709	608	709	949	119	1330	2220	424	2053
1453016833892592	706	2597	453	604	1180	150	15	422	1008	104	91	2651	1182	371	451	793	1310	1386	520	345	989	-57	0	-167
1453016833896576	452	653	369	1347	-635	58	625	1189	440	-319	649	480	1175	540	2143	798	1568	103	2541	-9	1977	-317	398	1682
1453016833900581	144	-714	506	271	6	1208	1328	288	1831	32	2201	1646	791	-131	887	623	673	427	100	1883	1079	2235	1157	1153
1453016833904491	1241	122	1389	1658	1380	868	7	199	2716	-110	325	1420	-378	-392	147	420	1539	142	137	1219	350	-49	20	2021
1453016833908997	876	259	1777	55	2896	1869	966	171	1683	880	1090	1727	-8	1234	1459	0	-98	-232	-548	1179	2066	776	324	718
1453016833912978	101	-585	-209	211	2010	14	112	790	1601	310	671	785	2804	1277	307	400	80	409	390	1682	-3	596	370	987
1453016833916877	-6	2247	115	832	-71	909	181	347	682	215	20	2076	581	159	99	1577	635	-146	161	1574	-30	334	40	1002
1453016833920945	78	854	504	2500	1434	762	636	119	468	-318	-347	496	108	2767	19	347	-278	179	2501	23	677	1	-754	394
1453016833924943	227	746	954	-28	1432	315	2248	9	566	160	-65	86	1012	960	2543	1732	158	-96	791	2017	16	-12	857	42
1453016833928827	140	1	-6	1083	963	127	982	726	9	-545	-104	1515	2513	1701	57	-322	-14	-776	2007	-177	-96	58	-578	462
1453016833932940	321	337	3	3097	246	52	434	-219	3	2778	44	138	242	1019	711	663	533	1640	552	177	5	1309	-20	490
1453016833936957	-6	2	684	1278	14	1535	-119	145	315	789	125	488	1578	3288	2395	360	39	28	2405	-139	2355	98	-348	-97
1453016833940944	1065	2740	13	2516	755	248	642	-66	32	511	302	1082	2	659	11	-112	398	1636	3201	-238	-248	73	-679	3451
1453016833945239	785	1986	2078	456	244	1006	1716	-896	327	816	1425	3857	732	2028	-32	2550	1216	-40	240	-127	753	8	1077	260
1453016833949118	465	-123	1585	-90	7	197	387	879	1780	189	370	434	40	19	745	1811	388	555	173	3442	1043	60	-25	28
1453016833953138	1711	315	123	3221	30	1230	1143	200	2056	272	103	933	1291	2793	-774	-37	900	3479	726	39	2144	1820	342	740
1453016833957106	2136	330	124	1916	6	1035	75	665	-523	1971	2138	-26	2213	3757	-553	-416	354	297	622	126	769	-95	9	1113
1453016833961262	1392	31	-314	864	286	2226	623	902	972	144	872	971	160	741	532	656	-582	3121	-127	1252	-42	49	2105	1372
1453016833965280	12	299	5	1739	11	463	-12	739	390	58	176	1771	79	634	1174	188	239	1171	887	128	463	1162	1495	-99
1453016833969284	-325	-83	1111	648	3438	2772	1608	1231	392	1233	436	-135	228	2	333	-47	1068	-157	124	1848	598	-4	2717	3312
1453016833972927	3423	1538	414	1029	141	33	-435	-191	3757	671	345	-296	2289	1061	2213	-115	2780	78	-304	2860	1453	-181	-325	156
1453016833977129	-230	6	482	88	2547	223	142	321	2997	2049	370	5	526	-16	1703	469	215	1224	-102	1132	837	1464	251	1528
1453016833981295	3437	2672	53	-392	1156	802	-71	448	24	671	874	74	215	-288	-71	326	22	-842	-86	-591	276	-379	-94	477
1453016833985287	244	2677	592	587	126	1875	633	27	1076	168	147	1910	-84	1936	78	650	1532	640	128	1	1277	2758	902	879
1453016833989226	-102	694	219	-502	360	2538	895	-344	-63	752	1327	2617	48	336	152	-18	1096	210	-2	-69	175	542	72	42
1453016833993188	-44	690	31	279	1497	-222	-446	1084	-919	3439	-359	539	1481	-342	415	1299	12	1945	-7	102	159	1241	-353	2048
1453016833997291	1198	-301	-469	2675	-795	3464	1698	718	-753	7	1762	34	221	1478	1333	1862	19	1137	64	179	2091	-100	1519	557
1453016834001304	439	-445	14	646	262	1718	80	-666	1976	2099	2577	2488	3141	391	3098	1119	2743	281	1816	-22	489	3242	343	3280
1453016834005347	1310	-750	739	2467	142	815	-3	1015	68	36	435	753	561	719	461	379	2916	246	14	2391	1328	379	1170	183
1453016834009207	330	171	69	76	-267	-109	180	951	91	21	511	1964	2133	-12	800	1280	714	589	1056	-883	958	823	32	2677
1453016834013298	765	2069	3182	1960	-59	866	244	-61	316	370	-62	1420	91	546	2736	-123	808	523	467	665	896	384	195	90
1453016834017304	686	2509	-347	1921	524	325	798	62	173	-107	-73	255	751	985	2411	381	-300	214	649	1012	2720	166	1919	26
1453016834021303	1072	328	802	3118	-422	338	1005	-206	33	13	277	273	546	2245	75	1765	1196	1621	930	-267	718	36	1651	776
1453016834025327	0	366	1087	529	249	195	2000	-206	557	1262	145	647	-205	1588	1898	1364	1106	365	-150	141	-609	1848	475	120
1453016834029241	2184	90	3186	1973	-65	165	1030	-293	261	-27	1845	1433	676	2318	1646	0	1747	-158	2729	-140	-357	254	1240	-655
1453016834033522	594	-267	294	290	1861	475	911	3048	-113	1439	2989	2496	1475	1970	446	880	300	1321	-330	1539	1347	1373	2470	205
1453016834037517	1972	1467	-282	56	-516	1188	3553	244	-57	245	1727	-187	1197	720	286	546	-630	2330	2312	1198	31	1180	1536	-36
1453016834041533	564	2004	709	2170	1247	534	297	1454	18	-77	99	1184	98	60	1083	1672	505	1838	-105	-253	-44	1703	597	-173
1453016834045522	630	49	509	990	725	1208	433	-305	903	-2	2033	2900	3077	-137	1186	1866	-134	2137	149	2685	326	1007	-31	761
1453016834049537	324	917	559	646	2745	566	1634	-9	-12	2437	2743	1349	183	543	1816	736	-179	154	888	1550	875	231	2039	-273
1453016834053492	545	16	2320	3045	1008	523	127	1229	-562	170	872	-473	85	514	86	9	328	99	0	2007	-12	154	262	-148
1453016834057124	814	107	742	1940	302	-7	2640	3054	3333	9	-190	370	207	-333	949	19	-331	-90	260	881	269	950	397	741
1453016834061197	401	104	1241	-356	-178	174	422	496	-177	2454	44	371	871	-164	107	736	240	2046	-267	87	-278	-308	2968	-202
1453016834065113	216	-343	860	-273	939	2250	1334	1987	940	496	6	125	419	1616	-530	187	770	294	672	1208	63	637	2069	177
1453016834069254	1658	-239	2273	551	-683	1241	156	1581	-485	-562	1002	1660	41	-409	822	0	1931	3640	75	-764	1474	-33	760	1049
1453016834073235	173	-393	188	120	-416	272	926	2271	907	338	101	3180	184	512	428	334	1889	214	565	408	748	1360	96	77
1453016834077354	1633	468	249	1591	-14	-332	-629	1379	2655	574	888	3234	34	609	552	434	319	98	26	756	3633	2213	-427	20
1453016834081523	140	-353	692	492	186	2883	179	2457	68	-233	5	386	130	3070	404	-113	-572	105	-126	-185	277	1627	50	101
1453016834085424	1926	842	1965	79	654	2431	1361	1228	872	-247	195	1313	752	1379	519	18	1047	2634	106	168	1344	1001	417	566
1453016834089316	-208	508	1234	1433	-251	828	911	61	-285	1327	2385	592	-99	1043	188	1863	694	496	1103	29	77	181	2287	831
1453016834094152	-182	-349	16	-766	2427	1796	-299	1826	131	-82	3006	701	165	2827	279	1727	1747	1106	1035	2572	997	2	162	3248
1453016834098172	233	1594	457	-75	1161	-329	1455	245	353	674	36	1016	3135	1770	325	669	-30	345	2440	3313	-51	442	-185	78
1453016834102277	2208	2216	-910	2003	52	286	1272	246	668	1338	505	824	118	1284	438	-924	670	275	95	1602	2818	2475	1272	-131
1453016834106381	27	932	237	324	351	140	626	-261	254	1344	909	1278	473	1873	334	2261	842	29	370	1296	-590	863	891	87
1453016834110253	-280	-7	2691	-265	-131	1188	1766	1267	1121	381	65	171	715	464	1901	975	140	140	392	1900	312	-29	526	1731
1453016834114370	1296	109	62	-48	-213	2241	253	286	35	-11	33	2324	1708	1307	97	366	39	44	1212	694	1016	2917	533	1286
1453016834118253	1131	3364	794	221	-55	164	960	55	149	2274	573	-207	2103	17	1654	554	-27	542	1519	1092	2437	-212	1834	2295
1453016834122278	1465	505	520	1367	59	328	-29	1305	1369	6	1001	177	45	-15	1366	1204	1955	1841	2863	527	-858	746	-13	424
1453016834126338	455	274	1235	352	203	17	189	844	3072	2257	187	1813	1196	722	1399	367	2128	-267	77	61	-211	-11	89	254
1453016834130377	1267	2210	759	41	494	2067	586	-128	814	1366	1833	1128	157	594	2977	-520	98	-4	2091	150	613	1880	1784	-405
1453016834134426	-6	-152	508	236	116	1026	16	2976	3142	1796	203	2783	-202	848	1933	-647	195	-381	-14	1931	217	80	267	225
1453016834138358	492	498	1325	760	-103	2052	-194	-240	-400	425	2970	198	-254	2184	649	1183	3180	1712	381	82	958	1573	980	1102
1453016834142236	99	-295	136	305	389	1750	2757	934	2294	3178	606	429	85	2055	399	228	-133	3626	792	298	1674	3113	118	42
1453016834146458	-173	385	552	321	1762	1304	2673	750	985	568	1174	1120	636	-26	379	2039	454	889	2748	-1	685	252	-25	-643
1453016834150455	151	1119	233	3499	427	2684	-47	-67	3018	895	863	454	-305	0	2523	779	2676	1089	-522	66	-757	1434	1110	137
1453016834154385	966	-33	181	341	3790	190	51	1662	2560	835	-587	454	402	317	1118	395	3008	3068	637	735	566	2117	462	-136
1453016834158505	2001	1333	1436	736	610	3611	586	-147	-225	417	3033	2570	1032	101	1272	612	1078	664	-72	1243	3460	1083	1405	1839
1453016834162434	3189	3350	-142	979	136	-329	-252	1562	2125	705	-318	133	-122	-858	1920	666	2083	955	3064	1080	424	281	824	-350
1453016834166461	90	-595	27	266	24	558	1568	120	150	19	2109	163	315	438	407	19	306	-119	378	3624	7	3265	965	123
1453016834170455	23	62	-10	1695	12	523	2597	-186	-616	-132	480	417	-26	416	934	552	107	192	2379	1598	-32	184	292	62
1453016834174436	2451	503	358	26	1128	401	198	1037	-27	618	307	-367	825	954	2544	1252	1190	1922	445	2124	1986	1146	16	104
1453016834178880	1567	-66	802	141	1019	111	901	47	452	-2	55	-157	2625	638	1678	1724	3787	654	-196	1957	129	590	-167	41
1453016834182882	167	289	1490	11	132	808	483	-513	-549	131	814	2233	1345	505	-13	119	2126	262	2787	-453	563	1772	677	-477
1453016834186887	514	252	472	1458	3231	1638	2410	528	2098	2818	1207	172	255	539	-205	399	-162	1152	174	1052	29	225	256	3050
1453016834190874	771	-14	532	100	241	-92	214	130	-65	321	1988	1076	1604	676	120	249	1232	297	-195	1108	1363	2956	432	-449
1453016834194890	408	877	1490	3272	-250	1842	995	-24	-15	225	1081	2131	1165	2298	1901	3344	-159	407	1236	97	386	2531	2680	569
1453016834198904	72	658	-163	31	859	-30	258	825	93	-30	1425	12	2691	894	-752	381	268	2421	12	-361	-26	-86	732	180
1453016834202862	-44	627	2806	3113	2526	2326	1032	1906	662	2174	1322	-63	786	2547	353	265	65	-25	2923	898	892	-267	1744	10
1453016834206663	103	3248	135	1417	330	1204	1310	113	1014	24	-329	64	-128	678	361	-113	12	-390	1656	1050	-718	1710	3186	1189
1453016834210903	253	29	513	2165	-519	-707	2410	2691	892	53	515	197	179	1531	479	1504	3371	367	-320	548	2301	-9	-34	1119
1453016834214877	988	447	1715	408	33	929	263	1112	851	229	-23	775	197	407	1869	-385	310	-175	754	1165	-197	-78	60	415
1453016834218873	457	-49	1253	56	1613	2208	880	2882	775	650	407	-57	3125	3	478	886	2798	114	595	2522	132	804	239	427
1453016834222948	339	2129	-32	-288	475	-50	842	1066	496	975	1604	970	493	2245	3160	1969	184	1102	2176	97	3378	1872	1108	0
1453016834226896	162	-10	1691	558	-541	1613	1791	-54	8	791	55	2179	1268	2724	495	405	72	1757	1711	-327	1865	228	604	86
1453016834231099	301	-8	-386	2303	83	510	2943	2236	1409	853	503	1087	409	1272	-304	125	1511	149	-135	1794	66	1340	434	349
1453016834235038	310	383	1156	1214	69	87	1741	86	79	311	1786	400	808	18	20	1050	2099	1192	2669	-184	706	-227	683	2601
1453016834239009	785	363	-462	1594	1958	-11	997	2364	894	2632	1054	1998	-223	642	1029	1333	661	472	148	2426	3453	437	682	717
1453016834243128	2281	103	598	1134	-130	55	233	456	1749	-39	-211	659	12	160	-544	998	-146	-27	1282	-72	-4	3580	1068	1443
1453016834247000	65	147	-53	63	334	744	2113	66	214	640	682	987	1894	214	2066	-255	-196	1649	2177	180	1039	582	701	1621
1453016834251083	910	362	2559	964	320	-179	93	292	-78	333	76	-385	1809	2982	722	705	18	1560	0	266	1694	295	136	1034
1453016834255332	1811	-472	1632	2505	-205	380	333	733	421	143	1628	-109	3378	1494	222	329	3049	-214	-22	74	464	1482	19	861
1453016834258876	95	2626	-16	1014	217	1824	1501	-82	-351	2703	230	524	2165	-383	167	293	-3	718	1721	61	1854	3035	-841	161
1453016834263344	789	-292	993	347	2968	-825	214	-229	679	2150	222	1766	1535	-266	978	1238	93	301	-301	2915	718	3215	-424	23
1453016834267289	-535	2932	234	715	3	3247	1053	43	682	-859	542	2168	269	1315	554	143	-130	639	944	67	-262	-721	92	65
1453016834271264	1650	639	1397	618	-630	1944	3	1242	63	926	1342	117	91	1184	-78	2556	2480	-482	-569	804	-249	87	1311	972
1453016834275320	-383	-290	493	787	2469	1931	961	1789	-321	-105	679	103	114	1506	1674	-257	1583	-175	186	37	27	-83	1860	1139
1453016834279303	127	82	-440	-64	1666	1995	0	1095	-501	1112	-84	729	144	-298	299	-60	138	577	342	2906	5	-233	390	2391
1453016834283288	320	2712	-448	2352	36	867	-9	153	2373	494	-336	229	2292	1569	1637	241	1380	1903	2503	584	13	583	1490	1904
1453016834287284	-250	822	-339	681	36	7	-741	2079	1879	103	415	-187	1732	1101	441	368	2135	1052	721	1165	277	500	289	-205
1453016834291307	-51	1309	103	-77	2888	-33	1053	526	1370	184	1635	584	203	304	251	2680	3637	2689	-668	2906	1533	1963	1965	-259
1453016834295263	1124	-75	-155	147	-97	-64	1727	204	3128	2182	1471	472	174	315	2005	1491	1509	1781	939	367	1001	1696	505	56
1453016834299306	160	-1	201	1418	1579	-526	2292	-437	1579	8	2288	81	1936	412	2257	34	-632	690	334	223	153	649	-153	2896
1453016834303322	1016	1481	511	609	15	693	571	-334	-676	372	-193	2849	1639	-36	619	671	1699	726	1078	-288	226	221	926	-302
1453016834307273	1037	581	596	666	391	384	-143	323	474	1566	131	-19	895	1387	86	80	644	247	228	1390	1889	-56	1360	1626
1453016834311371	168	731	197	-141	1122	450	418	98	-650	-11	542	1592	-570	2897	2802	1426	577	-53	39	1524	1495	138	1527	721
1453016834315214	570	-21	63	989	344	367	-8	219	-425	2514	106	64	297	94	321	1395	1226	501	2192	263	475	430	915	0
1453016834319490	429	-33	614	833	-159	-66	161	1982	2612	1463	-39	1489	1401	-130	0	409	1143	-567	1005	1469	591	-259	1274	2008
1453016834323325	1551	1137	295	977	1333	-218	311	1743	2448	-140	660	1473	-69	3531	1121	-60	1402	236	469	227	1510	956	310	177
1453016834327586	146	1322	-704	512	196	450	865	-254	927	-131	1038	714	1391	22	783	1708	-203	897	644	282	1759	678	1332	1097
1453016834331496	3316	-361	-116	1729	985	549	711	97	67	108	998	2937	3136	-178	1358	669	2414	28	-321	260	572	3696	1354	24
1453016834335494	14	2413	147	331	537	3770	286	924	66	16	1101	-10	-160	1627	-289	365	-45	-487	12	230	-91	39	220	2452
1453016834339603	265	492	77	-517	-524	-288	20	2025	699	710	609	985	1181	-38	255	3441	825	942	-713	-572	158	-37	43	1512
1453016834343506	41	440	-242	359	3488	1046	-129	1837	1814	703	368	413	2574	210	62	549	1884	281	2195	585	-2	756	1263	269
1453016834347583	277	-247	1572	1375	1663	255	608	2800	-5	2202	765	1795	423	1985	-168	-364	1675	1152	-511	471	-39	1076	3478	2833
1453016834351594	1053	1833	43	461	364	158	95	-416	1485	70	-630	2770	1746	665	110	41	410	1367	1120	404	276	2291	3122	184
1453016834355543	-960	-205	363	338	-161	158	-698	197	303	2192	-426	2161	1319	76	78	-252	-475	2287	542	1311	460	-42	1119	-569
1453016834359647	643	500	355	562	1683	-478	84	2654	2299	-358	2732	381	424	-261	1639	3586	1804	1623	671	-82	31	229	3236	3004
1453016834363585	2073	313	-558	-96	354	2367	687	18	2616	3562	-209	924	-446	228	2987	1655	243	199	798	7	84	112	6	-116
1453016834367618	-304	620	540	322	509	438	-62	571	381	1375	81	581	-601	1827	-27	2908	-336	835	440	364	156	-515	1259	704
1453016834371595	214	3029	53	1215	-100	217	469	186	491	187	-128	1013	2655	636	95	-38	-113	-46	62	-613	1530	2366	-13	-66
1453016834375237	977	1106	993	3132	152	16	2366	3168	828	1018	1033	-194	-213	1848	1277	1201	125	775	13	1938	448	1071	-656	1924
1453016834379687	1379	-13	-55	16	1087	485	-110	991	189	287	480	496	1924	-4	-12	1113	344	220	424	1487	1986	154	2566	220
1453016834383696	1664	1401	556	1890	1121	3122	2096	501	-2	113	-109	130	-111	931	708	3172	-265	933	-214	2611	779	2729	1369	415
1453016834387605	1672	1555	-101	1594	-415	1642	1128	2038	1039	1374	1801	166	74	59	249	2752	421	-197	2564	1147	205	2475	23	-136
1453016834391615	1631	1073	1340	2850	801	3311	-3	2418	759	13	208	79	59	1721	-36	291	716	382	269	980	1472	1652	-16	131
1453016834395703	-258	2064	29	-17	60	1	1164	-43	2371	3878	1025	249	1949	-243	1738	1888	-530	92	36	-187	866	1830	104	1697
1453016834399697	1429	602	1105	242	1620	1968	-234	1837	-108	-6	168	903	318	-325	2303	2032	592	896	2752	1566	-223	2161	1865	390
1453016834403623	1001	1000	710	559	1441	-431	412	1928	-412	1129	147	385	1748	242	2753	14	198	1237	1780	245	824	82	2593	1771
1453016834407966	209	-5	1869	20	1703	1395	665	-73	598	-152	821	973	339	2232	2262	1635	821	3531	144	1433	452	33	2136	2555
1453016834412080	2493	992	351	1720	422	1219	-27	-556	420	1601	761	1055	59	1659	794	1525	-559	-407	2095	3211	-251	7	888	-722
